,Rhyme,Kind,Line count
2417,"['Only the lads of the cursed race,', 'Only the knights of the desolate spell,', 'May point me the lines the blood-drops trace-', 'Poets alone should kiss and tell.']",abab,4
2418,"['Prince or commoner, tenor or bass,', 'Painter or plumber or never-do-well,', 'Do me a favor and shut your face', 'Poets alone should kiss and tell.']",abab,4
2419,"['Where smooth the southern waters run', 'By rustling leagues of poplars grey,', 'Beneath a veiled soft southern sun,', 'We wandered out of yesterday,']",abab,4
2420,"['Went maying through that ancient May', 'Whose fallen flowers are fragrant yet,', 'And loitered by the fountain spray', 'With Aucassin and Nicolette.']",abab,4
2421,"['The grass-grown paths are trod of none', 'Where through the woods they went astray.', ""The spider's traceries are spun"", 'Across the darkling forest way.']",abab,4
2422,"['There come no knights that ride to slay,', 'No pilgrims through the grasses wet,', 'No shepherd lads that sang their say', 'With Aucassin and Nicolette!']",abab,4
2423,"[""'Twas here by Nicolette begun"", 'Her bower of boughs and grasses gay;', ""'Scaped from the cell of marble dun"", ""'Twas here the lover found the fay,""]",abab,4
2424,"['Ah, lovers fond! ah, foolish play!', 'How hard we find it to forget', 'Who fain would dwell with them as they,', 'With Aucassin and Nicolette.']",abab,4
2425,"[""Prince, 'tis a melancholy lay!"", 'For youth, for love we both regret.', 'How fair they seem, how far away,', 'With Aucassin and Nicolette!']",abab,4
2426,"['We built a castle in the air,', 'In summer weather, you and I,', 'The wind and sun were in your hair,', 'Gold hair against a sapphire sky:']",abab,4
2427,"['When Autumn came, with leaves that fly', 'Before the storm, across the plain,', 'You fled from me, with scarce a sigh -', 'My Love returns no more again!']",abab,4
2428,"['The windy lights of Autumn flare:', 'I watch the moonlit sails go by;', 'I marvel how men toil and fare,', 'The weary business that they ply!']",abab,4
2429,"['Their voyaging is vanity,', 'And fairy gold is all their gain,', 'And all the winds of winter cry,', ""'My Love returns no more again!'""]",abab,4
2430,"['Here, in my castle of Despair,', 'I sit alone with memory;', 'The wind-fed wolf has left his lair,', 'To keep the outcast company.']",abab,4
2431,"['The brooding owl he hoots hard by,', 'The hare shall kindle on thy hearth-stane,', ""The Rhymer's soothest prophecy,--"", 'My Love returns no more again!']",abab,4
2432,"['Lady, my home until I die', 'Is here, where youth and hope were slain:', 'They flit, the ghosts of our July,', 'My Love returns no more again!']",abab,4
2433,"['Where are the passions they essayed,', 'And where the tears they made to flow?', 'Where the wild humours they portrayed', 'For laughing worlds to see and know?']",abab,4
2434,"[""Othello's wrath and Juliet's woe?"", ""Sir Peter's whims and Timon's gall?"", 'And Millamant and Romeo?', 'Into the night go one and all.']",abab,4
2435,"['Where are the braveries, fresh or frayed?', 'The plumes, the armours -- friend and foe?', 'The cloth of gold, the rare brocade,', 'The mantles glittering to and fro?']",abab,4
2436,"['The pomp, the pride, the royal show?', 'The cries of war and festival?', 'The youth, the grace, the charm, the glow?', 'Into the night go one and all.']",abab,4
2437,"['The curtain falls, the play is played:', 'The Beggar packs beside the Beau;', 'The Monarch troops, and troops the Maid;', 'The Thunder huddles with the Snow.']",abab,4
2438,"['Where are the revellers high and low?', ""The clashing swords? The lover's call?"", 'The dancers gleaming row on row?', 'Into the night go one and all.']",abab,4
2439,"['The burden of hard hitting. Slug away', 'Like Honus Wagner or like Tyrus Cobb.', 'Else fandom shouteth: ""Who said you could play?', 'Back to the jasper league, you minor slob!""']",abab,4
2440,"['Swat, hit, connect, line out, goet on the job.', ""Else you shall feel the brunt of fandom's ire"", 'Biff, bang it, clout it, hit it on the knob -', ""This is the end of every fan's desire.""]",abab,4
2441,"['The burden of good pitching. Curved or straight.', 'Or in or out, or haply up or down,', 'To puzzle him that standeth by the plate,', 'To lessen, so to speak, his bat-renown:']",abab,4
2442,"['Like Christy Mathewson or Miner Brown,', 'So pitch that every man can but admire', 'And offer you the freedom of the town -', ""This is the end of every fan's desire.""]",abab,4
2443,"['The burden of loud cheering. O the sounds!', 'The tumult and the shouting from the throats', 'Of forty thousand at the Polo Grounds', 'Sitting, ay, standing sans their hats and coats.']",abab,4
2444,"['A mighty cheer that possibly denotes', 'That Cub or Pirate fat is in the fire;', ""Or, as H. James would say, We've got their goats -"", ""This is the end of every fan's desire.""]",abab,4
2445,"['The burden of a pennant. O the hope,', ""The tenuous hope, the hope that's half a fear,"", 'The lengthy season and the boundless dope,', 'And the bromidic, ""Wait until next year.""']",abab,4
2446,"['O dread disgrace of trailing in the rear,', 'O Piece of Bunting, flying high and higher', 'That next October it shall flutter here:', ""This is the end of every fan's desire.""]",abab,4
2447,"['Ah, Fans, let not the Quarry but the Chase', 'Be that to which most fondly we aspire!', 'For us not Stake, but Game; not Goal, but Race -', ""THIS is the end of every fan's desire.""]",abab,4
2448,"['The burden of fair women. Vain delight,', 'And love self-slain in some sweet shameful way,', 'And sorrowful old age that comes by night', 'As a thief comes that has no heart by day,']",abab,4
2449,"['And change that finds fair cheeks and leaves them grey,', 'And weariness that keeps awake for hire,', 'And grief that says what pleasure used to say;', ""This is the end of every man's desire.""]",abab,4
2450,"['The burden of bought kisses. This is sore,', 'A burden without fruit in childbearing;', 'Between the nightfall and the dawn threescore,', 'Threescore between the dawn and evening.']",abab,4
2451,"['The shuddering in thy lips, the shuddering', 'In thy sad eyelids tremulous like fire,', 'Makes love seem shameful and a wretched thing.', ""This is the end of every man's desire.""]",abab,4
2452,"['The burden of sweet speeches. Nay, kneel down,', 'Cover thy head, and weep; for verily', 'These market-men that buy thy white and brown', 'In the last days shall take no thought for thee.']",abab,4
2453,"['In the last days like earth thy face shall be,', 'Yea, like sea-marsh made thick with brine and mire,', 'Sad with sick leavings of the sterile sea.', ""This is the end of every man's desire.""]",abab,4
2454,"['The burden of long living. Thou shalt fear', 'Waking, and sleeping mourn upon thy bed;', 'And say at night ""Would God the day were here,""', 'And say at dawn ""Would God the day were dead.""']",abab,4
2455,"['With weary days thou shalt be clothed and fed,', 'And wear remorse of heart for thine attire,', 'Pain for thy girdle and sorrow upon thine head;', ""This is the end of every man's desire.""]",abab,4
2456,"['The burden of bright colours. Thou shalt see', 'Gold tarnished, and the grey above the green;', 'And as the thing thou seest thy face shall be,', 'And no more as the thing beforetime seen.']",abab,4
2457,"['And thou shalt say of mercy ""It hath been,""', 'And living, watch the old lips and loves expire,', 'And talking, tears shall take thy breath between;', ""This is the end of every man's desire.""]",abab,4
2458,"['The burden of sad sayings. In that day', 'Thou shalt tell all thy days and hours, and tell', 'Thy times and ways and words of love, and say', 'How one was dear and one desirable,']",abab,4
2459,"['And sweet was life to hear and sweet to smell,', 'But now with lights reverse the old hours retire', 'And the last hour is shod with fire from hell;', ""This is the end of every man's desire.""]",abab,4
2460,"['The burden of four seasons. Rain in spring,', 'White rain and wind among the tender trees;', 'A summer of green sorrows gathering,', 'Rank autumn in a mist of miseries,']",abab,4
2461,"['With sad face set towards the year, that sees', 'The charred ash drop out of the dropping pyre,', 'And winter wan with many maladies;', ""This is the end of every man's desire.""]",abab,4
2462,"['The burden of dead faces. Out of sight', 'And out of love, beyond the reach of hands,', 'Changed in the changing of the dark and light,', 'They walk and weep about the barren lands']",abab,4
2463,"['Where no seed is nor any garner stands,', 'Where in short breaths the doubtful days respire,', ""And time's turned glass lets through the sighing sands;"", ""This is the end of every man's desire.""]",abab,4
2464,"['The burden of much gladness. Life and lust', 'Forsake thee, and the face of thy delight;', 'And underfoot the heavy hour strews dust,', 'And overhead strange weathers burn and bite;']",abab,4
2465,"['And where the red was, lo the bloodless white,', 'And where the truth was, the likeness of a liar,', 'And where the day was, the likeness of the night;', ""This is the end of every man's desire.""]",abab,4
2466,"['Princes, and ye whom pleasure quickeneth,', 'Heed well this rhyme before your pleasure tire;', 'For life is sweet, but after life is death.', ""This is the end of every man's desire.""]",abab,4
2467,"['If down here I chance to die,', 'Solemnly I beg you take', 'All that is left of ""I""', ""To the Hills for old sake's sake,""]",abab,4
2468,"['Pack me very thoroughly', 'In the ice that used to slake', 'Pegs I drank when I was dry', ""This observe for old sake's sake.""]",abab,4
2469,"['To the railway station hie,', 'There a single ticket take', 'For Umballa -- goods-train -- I', 'Shall not mind delay or shake.']",abab,4
2470,"['I shall rest contentedly', 'Spite of clamor coolies make;', 'Thus in state and dignity', ""Send me up for old sake's sake.""]",abab,4
2471,"['Next the sleepy Babu wake,', 'Book a Kalka van ""for four.""', 'Few, I think, will care to make', 'Journeys with me any more']",abab,4
2472,"['As they used to do of yore.', 'I shall need a ""special"" break', 'Thing I never took before', ""Get me one for old sake's sake.""]",abab,4
2473,"['After that -- arrangements make.', 'No hotel will take me in,', ""And a bullock's back would break"", ""'Neath the teak and leaden skin""]",abab,4
2474,"['Tonga ropes are frail and thin,', 'Or, did I a back-seat take,', 'In a tonga I might spin,', ""Do your best for old sake's sake.""]",abab,4
2475,"['After that -- your work is done.', 'Recollect a Padre must', 'Mourn the dear departed one', 'Throw the ashes and the dust.']",abab,4
2476,"[""Don't go down at once. I trust"", 'You will find excuse to ""snake', 'Three days\' casual on the bust.""', ""Get your fun for old sake's sake.""]",abab,4
2477,"['I could never stand the Plains.', 'Think of blazing June and May', 'Think of those September rains', 'Yearly till the Judgment Day!']",abab,4
2478,"['I should never rest in peace,', 'I should sweat and lie awake.', 'Rail me then, on my decease,', ""To the Hills for old sake's sake.""]",abab,4
2479,"[""'A letter from my love to-day!"", ""Oh, unexpected, dear appeal!'"", 'She struck a happy tear away,', 'And broke the crimson seal.']",abab,4
2480,"[""'My love, there is no help on earth,"", ""No help in heaven; the dead-man's bell"", 'Must toll our wedding; our first hearth', ""Must be the well-paved floor of hell.'""]",abab,4
2481,"['The colour died from out her face,', 'Her eyes like ghostly candles shone;', 'She cast dread looks about the place,', 'Then clenched her teeth and read right on.']",abab,4
2482,"[""'I may not pass the prison door;"", 'Here must I rot from day to day,', 'Unless I wed whom I abhor,', 'My cousin, Blanche of Valencay.']",abab,4
2483,"[""'At midnight with my dagger keen,"", ""I'll take my life; it must be so."", 'Meet me in hell to-night, my queen,', ""For weal and woe.'""]",abab,4
2484,"['She laughed although her face was wan,', 'She girded on her golden belt,', 'She took her jewelled ivory fan,', 'And at her glowing missal knelt.']",abab,4
2485,"[""Then rose, 'And am I mad?' she said:"", 'She broke her fan, her belt untied;', 'With leather girt herself instead,', 'And stuck a dagger at her side.']",abab,4
2486,"['She waited, shuddering in her room,', 'Till sleep had fallen on all the house.', 'She never flinched; she faced her doom:', 'They two must sin to keep their vows.']",abab,4
2487,"['Then out into the night she went,', 'And, stooping, crept by hedge and tree;', 'Her rose-bush flung a snare of scent,', 'And caught a happy memory.']",abab,4
2488,"[""She fell, and lay a minute's space;"", 'She tore the sward in her distress;', 'The dewy grass refreshed her face;', 'She rose and ran with lifted dress.']",abab,4
2489,"['She started like a morn-caught ghost', 'Once when the moon came out and stood', 'To watch; the naked road she crossed,', 'And dived into the murmuring wood.']",abab,4
2490,"['The branches snatched her streaming cloak;', 'A live thing shrieked; she made no stay!', 'She hurried to the trysting-oak—', 'Right well she knew the way.']",abab,4
2491,"['Without a pause she bared her breast,', 'And drove her dagger home and fell,', 'And lay like one that takes her rest,', 'And died and wakened up in hell.']",abab,4
2492,"['She bathed her spirit in the flame,', 'And near the centre took her post;', 'From all sides to her ears there came', 'The dreary anguish of the lost.']",abab,4
2493,"['The devil started at her side,', 'Comely, and tall, and black as jet.', ""'I am young Malespina's bride;"", ""Has he come hither yet?'""]",abab,4
2494,"[""'My poppet, welcome to your bed.'"", ""'Is Malespina here?'"", ""'Not he! To-morrow he must wed"", ""His cousin Blanche, my dear!'""]",abab,4
2495,"[""'You lie, he died with me to-night.'"", ""'Not he! it was a plot' ... 'You lie.'"", ""'My dear, I never lie outright.'"", ""'We died at midnight, he and I.'""]",abab,4
2496,"['The devil went. Without a groan', 'She, gathered up in one fierce prayer,', ""Took root in hell's midst all alone,"", 'And waited for him there.']",abab,4
2497,"['She dared to make herself at home', 'Amidst the wail, the uneasy stir.', 'The blood-stained flame that filled the dome,', 'Scentless and silent, shrouded her.']",abab,4
2498,"['How long she stayed I cannot tell;', 'But when she felt his perfidy,', 'She marched across the floor of hell;', 'And all the damned stood up to see.']",abab,4
2499,"['The devil stopped her at the brink:', ""She shook him off; she cried, 'Away!'"", ""'My dear, you have gone mad, I think.'"", ""'I was betrayed: I will not stay.'""]",abab,4
2500,"['Across the weltering deep she ran;', 'A stranger thing was never seen:', 'The damned stood silent to a man;', 'They saw the great gulf set between.']",abab,4
2501,"['To her it seemed a meadow fair;', 'And flowers sprang up about her feet', 'She entered heaven; she climbed the stair', 'And knelt down at the mercy-seat.']",abab,4
2502,"['Seraphs and saints with one great voice', 'Welcomed that soul that knew not fear.', 'Amazed to find it could rejoice,', 'Hell raised a hoarse, half-human cheer.']",abab,4
2503,"['Strawberries that in gardens grow', 'Are plump and juicy fine,', 'But sweeter far as wise men know', 'Spring from the woodland vine.']",abab,4
2504,"['No need for bowl or silver spoon,', 'Sugar or spice or cream,', 'Has the wild berry plucked in June', 'Beside the trickling stream.']",abab,4
2505,"[""One such to melt at the tongue's root,"", 'Confounding taste with scent,', 'Beats a full peck of garden fruit:', 'Which points my argument.']",abab,4
2506,"['May sudden justice overtake', 'And snap the froward pen,', 'That old and palsied poets shake', 'Against the minds of men;']",abab,4
2507,"['Blasphemers trusting to hold caught', 'In far-flung webs of ink', 'The utmost ends of human thought,', ""Till nothing's left to think.""]",abab,4
2508,"['But may the gift of heavenly peace', 'And glory for all time', 'Keep the boy Tom who tending geese', 'First made the nursery rhyme.']",abab,4
2509,"['By the brookside one August day,', 'Using the sun for clock,', 'Tom whiled the languid hours away', 'Beside his scattering flock,']",abab,4
2510,"['Carving with a sharp pointed stone', 'On a broad slab of slate', 'The famous lives of Jumping Joan,', 'Dan Fox and Greedy Kate;']",abab,4
2511,"['Rhyming of wolves and bears and birds,', 'Spain, Scotland, Babylon,', 'That sister Kate might learn the words', 'To tell to Toddling John.']",abab,4
2512,"['But Kate, who could not stay content', 'To learn her lesson pat,', 'New beauty to the rough lines lent', 'By changing this or that;']",abab,4
2513,"['And she herself set fresh things down', 'In corners of her slate,', 'Of lambs and lanes and London Town.', ""God's blessing fall on Kate!""]",abab,4
2514,"['The baby loved the simple sound,', 'With jolly glee he shook,', 'And soon the lines grew smooth and round', ""Like pebbles in Tom's brook,""]",abab,4
2515,"['From mouth to mouth told and retold', 'By children sprawled at ease', ""Before the fire in winter's cold,"", 'In June beneath tall trees;']",abab,4
2516,"['Till though long lost are stone and slate,', 'Though the brook no more runs,', 'And dead long time are Tom, John, Kate,', ""Their sons and their sons' sons;""]",abab,4
2517,"['Yet, as when Time with stealthy tread', 'Lays the rich garden waste,', 'The woodland berry ripe and red', 'Fails not in scent or taste,']",abab,4
2518,"['So these same rhymes shall still be told', 'To children yet unborn,', 'While false philosophy growing old', 'Fades and is killed by scorn.']",abab,4
2519,"['As I sate down to breakfast in state,', 'At my living of Tithing-cum-Boring,', 'With Betty beside me to wait,', 'Came a rap that almost beat the door in.']",abab,4
2520,"['I laid down my basin of tea,', 'And Betty ceased spreading the toast,', '""As sure as a gun, sir,"" said she,', '""That must be the knock of the post.""']",abab,4
2521,"['A letter--and free--bring it here--', 'I have no correspondent who franks.', 'No! Yes! Can it be? Why, my dear,', ""'Tis our glorious, our Protestant Bankes.""]",abab,4
2522,"['""Dear sir, as I know you desire', 'That the Church should receive due protection,', 'I humbly presume to require', 'Your aid at the Cambridge election.']",abab,4
2523,"['""It has lately been brought to my knowledge,', 'That the Ministers fully design', 'To suppress each cathedral and college,', 'And eject every learned divine.']",abab,4
2524,"['To assist this detestable scheme', 'Three nuncios from Rome are come over;', 'They left Calais on Monday by steam,', 'And landed to dinner at Dover.']",abab,4
2525,"['""An army of grim Cordeliers,', 'Well furnished with relics and vermin,', 'Will follow, Lord Westmoreland fears,', 'To effect what their chiefs may determine.']",abab,4
2526,"[""Lollard's bower, good authorities say,"", 'Is again fitting up for a prison;', 'And a wood-merchant told me to-day', ""'Tis a wonder how faggots have risen.""]",abab,4
2527,"['""The finance scheme of Canning contains', 'A new Easter-offering tax;', 'And he means to devote all the gains', 'To a bounty on thumb-screws and racks.']",abab,4
2528,"['Your living, so neat and compact--', ""Pray, don't let the news give you pain!--"", 'Is promised, I know for a fact,', 'To an olive-faced Padre from Spain.""']",abab,4
2529,"['I read, and I felt my heart bleed,', 'Sore wounded with horror and pity;', 'So I flew, with all possible speed,', ""To our Protestant champion's committee.""]",abab,4
2530,"['True gentlemen, kind and well-bred!', 'No fleering! no distance! no scorn!', 'They asked after my wife who is dead,', 'And my children who never were born.']",abab,4
2531,"['They then, like high-principled Tories,', 'Called our Sovereign unjust and unsteady,', 'And assailed him with scandalous stories,', 'Till the coach for the voters was ready.']",abab,4
2532,"['That coach might be well called a casket', 'Of learning and brotherly love:', 'There were parsons in boot and in basket;', 'There were parsons below and above.']",abab,4
2533,"['There were Sneaker and Griper, a pair', 'Who stick to Lord Mulesby like leeches;', 'A smug chaplain of plausible air,', ""Who writes my Lord Goslingham's speeches.""]",abab,4
2534,"['Dr Buzz, who alone is a host,', 'Who, with arguments weighty as lead,', 'Proves six times a week in the Post', 'That flesh somehow differs from bread.']",abab,4
2535,"['Dr Nimrod, whose orthodox toes', 'Are seldom withdrawn from the stirrup;', 'Dr Humdrum, whose eloquence flows,', 'Like droppings of sweet poppy syrup;']",abab,4
2536,"['Dr Rosygill puffing and fanning,', 'And wiping away perspiration;', 'Dr Humbug who proved Mr Canning', ""The beast in St John's Revelation.""]",abab,4
2537,"['A layman can scarce form a notion', 'Of our wonderful talk on the road;', 'Of the learning, the wit, and devotion,', 'Which almost each syllable showed:']",abab,4
2538,"['Why divided allegiance agrees', 'So ill with our free constitution;', 'How Catholics swear as they please,', ""In hope of the priest's absolution;""]",abab,4
2539,"['How the Bishop of Norwich had bartered', ""His faith for a legate's commission;"", ""How Lyndhurst, afraid to be martyr'd,"", 'Had stooped to a base coalition;']",abab,4
2540,"['How Papists are cased from compassion', 'By bigotry, stronger than steel;', 'How burning would soon come in fashion,', 'And how very bad it must feel.']",abab,4
2541,"['We were all so much touched and excited', 'By a subject so direly sublime,', 'That the rules of politeness were slighted,', 'And we all of us talked at a time;']",abab,4
2542,"['And in tones, which each moment grew louder,', 'Told how we should dress for the show,', 'And where we should fasten the powder,', 'And if we should bellow or no.']",abab,4
2543,"['Thus from subject to subject we ran,', ""And the journey passed pleasantly o'er,"", 'Till at last Dr Humdrum began;', 'From that time I remember no more.']",abab,4
2544,"['At Ware he commenced his prelection,', 'In the dullest of clerical drones;', 'And when next I regained recollection', ""We were rambling o'er Trumpington stones.""]",abab,4
2545,"['Ye shepherds give ear to my lay,', 'And take no more heed of my sheep:', 'They have nothing to do but to stray;', 'I have nothing to do but to weep.']",abab,4
2546,"['Yet do not my folly reprove;', 'She was fair -- and my passion begun;', ""She smil'd -- and I could not but love;"", 'She is faithless -- and I am undone.']",abab,4
2547,"['Perhaps I was void of all thought:', 'Perhaps it was plain to foresee,', 'That a nymph so compleat would be sought', 'By a swain more engaging than me.']",abab,4
2548,"[""Ah! love ev'ry hope can inspire;"", 'It banishes wisdom the while;', 'And the lip of the nymph we admire', ""Seems for ever adorn'd with a smile.""]",abab,4
2549,"['She is faithless, and I am undone;', 'Ye that witness the woes I endure;', 'Let reason instruct you to shun', 'What it cannot instruct you to cure.']",abab,4
2550,"['Beware how you loiter in vain', 'Amid nymphs of an higher degree:', 'It is not for me to explain', 'How fair, and how fickle they be.']",abab,4
2551,"['Alas! from the day that we met,', 'What hope of an end to my woes?', 'When I cannot endure to forget', 'The glance that undid my repose.']",abab,4
2552,"['Yet time may diminish the pain:', ""The flow'r, and the shrub, and the tree,"", ""Which I rear'd for her pleasure in vain,"", 'In time may have comfort for me.']",abab,4
2553,"['The sweets of a dew-sprinkled rose,', 'The sound of a murmuring stream,', 'The peace which from solitude flows,', ""Henceforth shall be Corydon's theme.""]",abab,4
2554,"['High transports are shewn to the sight,', 'But we are not to find them our own;', ""Fate never bestow'd such delight,"", 'As I with my Phyllis had known.']",abab,4
2555,"['O ye woods, spread your branches apace;', 'To your deepest recesses I fly;', 'I would hide with the beasts of the chace;', 'I would vanish from every eye.']",abab,4
2556,"[""Yet my reed shall resound thro' the grove"", 'With the same sad complaint it begun;', ""How she smil'd, and I could not but love;"", 'Was faithless, and I am undone!']",abab,4
2557,"['Slowly I smoke and hug my knee,', 'The while a witless masquerade', 'Of things that only children see', 'Floats in a mist of light and shade:']",abab,4
2558,"['They pass, a flimsy cavalcade,', 'And with a weak, remindful glow,', 'The falling embers break and fade,', 'As one by one the phantoms go.']",abab,4
2559,"['Then, with a melancholy glee', 'To think where once my fancy strayed,', 'I muse on what the years may be', 'Whose coming tales are all unsaid,']",abab,4
2560,"['Till tongs and shovel, snugly laid', 'Within their shadowed niches, grow', 'By grim degrees to pick and spade,', 'As one by one the phantoms go.']",abab,4
2561,"['But then, what though the mystic Three', 'Around me ply their merry trade? --', 'And Charon soon may carry me', 'Across the gloomy Stygian glade? --']",abab,4
2562,"['Be up, my soul! nor be afraid', 'Of what some unborn year may show;', 'But mind your human debts are paid,', 'As one by one the phantoms go.']",abab,4
2563,"['Life is the game that must be played:', 'This truth at least, good friend, we know;', 'So live and laugh, nor be dismayed', 'As one by one the phantoms go.']",abab,4
2564,"['Oh the green glimmer of apples in the orchard,', 'Lamps in a wash of rain!', 'Oh the wet walk of my brown hen through the stackyard,', 'Oh tears on the window pane!']",abab,4
2565,"['Nothing now will ripen the bright green apples,', 'Full of disappointment and of rain,', 'Brackish they will taste, of tears, when the yellow dapples', 'Of autumn tell the withered tale again.']",abab,4
2566,"['All round the yard it is cluck, my brown hen,', 'Cluck, and the rain-wet wings,', 'Cluck, my marigold bird, and again', 'Cluck for your yellow darlings.']",abab,4
2567,"['For the grey rat found the gold thirteen', 'Huddled away in the dark,', 'Flutter for a moment, oh the beast is quick and keen,', 'Extinct one yellow-fluffy spark.']",abab,4
2568,"['Once I had a lover bright like running water,', 'Once his face was laughing like the sky;', 'Open like the sky looking down in all its laughter', 'On the buttercups, and the buttercups was I.']",abab,4
2569,"['What, then, is there hidden in the skirts of all the blossom?', 'What is peeping from your wings, oh mother hen?', '’Tis the sun who asks the question, in a lovely haste for wisdom;', 'What a lovely haste for wisdom is in men!']",abab,4
2570,"['Yea, but it is cruel when undressed is all the blossom,', 'And her shift is lying white upon the floor,', 'That a grey one, like a shadow, like a rat, a thief, a rain-storm,', 'Creeps upon her then and gathers in his store.']",abab,4
2571,"['Oh the grey garner that is full of half-grown apples,', 'Oh the golden sparkles laid extinct!', 'And oh, behind the cloud-sheaves, like yellow autumn dapples,', 'Did you see the wicked sun that winked!']",abab,4
2572,"['Down by the flash of the restless water', 'The dim White Ship like a white bird lay;', 'Laughing at life and the world they sought her,', 'And out she swung to the silvering bay.']",abab,4
2573,"['Then off they flew on their roystering way,', 'And the keen moon fired the light foam flying', 'Up from the flood where the faint stars play,', 'And the bones of the brave in the wave are lying.']",abab,4
2574,"[""'T was a king's fair son with a king's fair daughter,"", 'And full three hundred beside, they say,', 'Revelling on for the lone, cold slaughter', 'So soon to seize them and hide them for aye;']",abab,4
2575,"['But they danced and they drank and their souls grew gay,', ""Nor ever they knew of a ghoul's eye spying"", 'Their splendor a flickering phantom to stray', 'Where the bones of the brave in the wave are lying.']",abab,4
2576,"['Through the mist of a drunken dream they brought her', ""(This wild white bird) for the sea-fiend's prey:"", 'The pitiless reef in his hard clutch caught her,', 'And hurled her down where the dead men stay.']",abab,4
2577,"['A torturing silence of wan dismay ', 'Shrieks and curses of mad souls dying ', 'Then down they sank to slumber and sway', 'Where the bones of the brave in the wave are lying.']",abab,4
2578,"['Prince, do you sleep to the sound alway', ""Of the mournful surge and the sea-birds' crying? "", 'Or does love still shudder and steel still slay,', 'Where the bones of the brave in the wave are lying?']",abab,4
2579,"['DOWN harvest headlands the fairy host', 'Of the poppy banners have flashed and fled,', 'The lilies have faded like ghost and ghost,', 'The ripe rose rots in the garden bed.']",abab,4
2580,"['The grain is garnered, the blooms are shed,', 'Convolvulus springs on the snowdrop’s bier,', 'In her stranded gold is the silver thread', 'Of the first grey hair i’ the head o’ the year.']",abab,4
2581,"['Like an arrant knave from a bootless boast,', 'The fire-wind back to his North has sped', 'To harry the manes of a haunted coast', 'On a far sea-rim where the stars are dead.']",abab,4
2582,"['Wistful the welkin with wordless dread,', 'Mournful the uplands, all ashen sere—', 'Sad for the snow on a beauteous head—', 'For the first grey hair i’ the head o’ the year.']",abab,4
2583,"['Time trysts with Death at the finger-post,', 'Where the broken issues of life are wed—', 'Intone no dirges, fill up the toast', 'To the troops that trip it with silent tread,']",abab,4
2584,"['Merry we’ll make it tho’ skies be lead,', 'And March-wind’s moan be a minstrel drear—', 'A truce to trouble!—we’ll drink instead', 'To the first grey hair i’ the head o’ the year.']",abab,4
2585,"['South Esk sings on where the furze-fires spread,', 'But we’ll mourn no more as of old, my dear,', 'When gorse flames golden and briars flush red', 'With the first grey hair i’ the head o’ the year.']",abab,4
2586,"['As we the withered ferns', 'By the roadway lying,', 'Time, the jester, spurns', 'All our prayers and prying']",abab,4
2587,"['All our tears and sighing,', 'Sorrow, change, and woe ', 'All our where-and-whying', 'For friends that come and go.']",abab,4
2588,"['Life awakes and burns,', 'Age and death defying,', 'Till at last it learns', 'All but Love is dying;']",abab,4
2589,"[""Love's the trade we're plying,"", 'God has willed it so;', ""Shrouds are what we're buying"", 'For friends that come and go.']",abab,4
2590,"['Man forever yearns', ""For the thing that's flying."", 'Everywhere he turns,', 'Men to dust are drying, --']",abab,4
2591,"['Dust that wanders, eying', '(With eyes that hardly glow)', 'New faces, dimly spying', 'For friends that come and go.']",abab,4
2592,"['And thus we all are nighing', 'The truth we fear to know:', 'Death will end our crying', 'For friends that come and go']",abab,4
2593,"['Prudence Mears hath an old blue plate', 'Hid away in an oaken chest,', 'And a Franklin platter of ancient date', ""Beareth Amandy Baker's crest;""]",abab,4
2594,"[""What times soever I've been their guest,"", 'Says I to myself in an undertone:', '""Of womenfolk, it must be confessed,', 'These do I love, and these alone.""']",abab,4
2595,"['Well, again, in the Nutmeg State,', 'Dorothy Pratt is richly blest', 'With a relic of art and a land effete', ""A pitcher of glass that's cut, not pressed.""]",abab,4
2596,"['And a Washington teapot is possessed', 'Down in Pelham by Marthy Stone', 'Think ye now that I say in jest', '""These do I love, and these alone?""']",abab,4
2597,"['Were Hepsy Higgins inclined to mate,', 'Or Dorcas Eastman prone to invest', ""In Cupid's bonds, they could find their fate"", 'In the bootless bard of Crockery Quest.']",abab,4
2598,"[""For they've heaps of trumpery--so have the rest"", ""Of those spinsters whose ware I'd like to own;"", 'You can see why I say with such certain zest,', '""These do I love, and these alone.""']",abab,4
2599,"[""Round youthful Henry's restless bed"", 'His weeping friends and parents pressed;', 'But she who raised his languid head', 'He loved far more than all the rest.']",abab,4
2600,"['Fond mutual love their bosoms fired;', 'And nearly dawned their bridal day,', 'When every hope at once expired,', 'For Henry on his death-bed lay.']",abab,4
2601,"['The fatal truth the sufferer read', ""In weeping Lucy's downcast eye:"", '""And must I, must I, then,"" he said,', '""Ere thou art mine, my Lucy, die!']",abab,4
2602,"['""No,...deign to grant my last, last prayer;', ""'T would soothe thy lover's parting breath,"", 'Wouldst thou with me to church repair,', 'Ere yet I feel the stroke of death.']",abab,4
2603,"['""For trust me, love, I shall my life', 'With something like to joy resign,', 'If I but once may call thee wife,', 'And, dying, claim and hail thee mine.""']",abab,4
2604,"['He ceased: and Lucy checked the thought', 'That he might at the altar die,....', 'The prayer with such true love was fraught,', 'How could she such a prayer deny?']",abab,4
2605,"['They reached the church....her cheek was wan', 'With chilling fears of coming woe....', 'But triumph when the rites began', ""Lent Henry's cheek a flattering glow.""]",abab,4
